,date,review,rating,isEdited,userName,title,developerResponse
10,2023-11-19 23:08:58,"Be very cautious about taking your car to ACE automotive on Railroad Ave Santa Clarita. I have used them for years but now their quality and integrity seems to be in question. I spent $500 for six spark plugs and one ignition coil earlier in the week. One ignition coil had failed at 88,000 miles yet they felt they only had to place one. Statistical reliability says if one out of six failed at 88,000 miles another failure is just around the corner.  Two days later after picking up the car the transmission shifting cable broke. Parkway Cadillac/ GMC says that the cable should last 150K to 175K miles. When that cable broke the car was inoperable and was towed back to ACE were they again charged $440 to replace the cable. The Internet says it should only cost $260 to replace, parts and labor.
Skeptical billing have been made by other friends. Just be careful if you continue to use ACE automotive. especially if something goes wrong with your automobile a couple days after you pick it up.",2,False,detbuyer,"ACE Automotive, SCV, CA",
11,2024-10-31 21:25:32,I have an English mastiff who was born with Mega Esophagus. We have faced many challenges with his diagnosis since he was a baby. I’ve been to several vets with all his underlying issues that come with his diagnosis. Due to the lack of knowledge and understanding of previous vets I have had to do my own research and help my previous vets to understand and treat him accordingly. There’s a lot of risks that normal procedures come with when treating him because of his condition. I was beyond pleasantly surprised at the knowledge and the special consideration that they had when treating my boy. I can’t say enough about how caring and knowledgeable this place has been. I am ever so thankful to have found them and appreciate the dedication to the special attention he requires. Dr. Neil Powell is AMAZING and so is his staff!,5,False,Lucious’s mom and dad,The most amazing and educated veterinarian and staff.,
12,2022-02-19 03:31:24,"I do believe at one point in history, Yelp was an innovative and useful platform for consumers to make decisions on how and where to spend their money and time. 
However, with time, it has become insanely polarized politically. From wild accusations of racism against businesses everywhere, to tattle tailing about “mask enforcement” and health passes during the pandemic. 
I can’t tell you how many bars, restaurants, and stores have one star ratings dragging them down with claims of racism that are unsubstantiated by any fact or evidence. 
Had a bad experience with customer service? Must be racism. There couldn’t possibly be another explanation to these people. It’s sad because a lot of businesses probably lose money over these unverifiable claims. I will no longer use the platform because it has become too time consuming to wade through the trash reviews. Not sure what the alternative is, but I suggest everyone jump ship. It doesn’t matter where you fall politically, this kind of behavior is helping no one, and hurting everyone.",1,False,nigh guy,Left Wing Slander Forum,
13,2023-07-21 14:37:23,"Dispute all of the bad reviews (which are really just people who don’t know how to use the app🤦‍♀️) this app is great! I love the surprise me, which my family uses daily lol! It’s very nice how it’s connected with the “maps” app, so I can just see what’s around me, click on a place, and see Yelp reviews! One thing I would change is just being able to claim businesses. I guess it’s okay, but you should have to contact yelp and show evidence that you work there or something. (I haven’t tried claiming a business, but there’s just a button) other than that, perfect! I feel like people should be able to review neighborhoods, maybe? I know it’s more of a food and fun stuff app reviewer, but even if you made another app for neighborhoods would be awesome! That’s for reading :) 🩷",5,False,emmadriss,Review for the APP!!,
14,2024-10-09 00:30:37,"I lost my Rolex a few years ago when my husband and I were on holiday and were evacuated from our hotel due to the horrific fires in California-never realized I didn’t have it for a week and by then the hotel had no knowledge of where it might have gone.  It was a special watch given to me after my last child was born-had a cobalt face, with A steel and gold band -style not made now.  I was so fortunate to have found SwissWatchExpo and to have had Michael Cash answer my call.  I told him exactly what I wanted and he found it for me.  I had many questions about other designs of the same model all of which he could answer -he is intimately knowledgeable in the watches you will find on their website.  Highly recommend this company-very reputable and honest.",5,False,Odonnemp,Best customer focus and beautiful watch,
15,2022-09-27 05:12:14,"Anyone who writes Yelp reviews, I am speaking to you on a personal level. Who raised you to be such a coward? Can you not leave a review on a site that isn’t biased about the amount of users it has that review? Yelp considers any person any person that hasn’t left multiple reviews “not recommended”. So a company can have 10 reviews, all 5 stars aside from one unhappy customer who did not even have to receive said service. That customer leaves a 1 star review. The other 9 happy customers aren’t represented by Yelp, because they haven’t left enough reviews. So, that company shows a 1 star rating.. Is that fair? If you say yes, I suggest you drive staring at the sunset in the direction of a beautiful cliff view of the Pacific Ocean. It’s a beautiful view, just PLEASE do not stop. You and all of the rest of us will not be sad. Not even remotely. 

Yelp is trash. If you support it, you likely support President Brandon and should reevaluate all of your life choices, because you are not good at making them.",1,False,Makamn101,"If you use this, you’re not a good person","{'id': 32288572, 'body': 'Thanks for your review. Our automated software evaluates every review based on hundreds of signals of quality, reliability, and user activity on Yelp. The reviews it identifies as the most helpful and reliable are recommended. To learn more about our software, please visit: https://bit.ly/2WszNl1\n', 'modified': '2022-09-28T21:59:01Z'}"
16,2023-12-04 22:26:27,"I canceled my former home Internet, and cellular service and signed up with T-Mobile. I am very happy. The Gateway router, which is free, just plugs into the wall, and there are no other connections. I put it upstairs near a window and it delivers very sharp clear pictures on all my TVs -  so much better than what I was accustomed to. It almost feels like I have a new TV. The iPhone 15+ is great of course. I got cellular, home Internet, and a new phone, and paid zero and my monthly bill will be a little bit less than with my former carrier, so I’m happy. After I did this the very next day my former carrier jacked up my Internet charge $20 so it was serendipity that I got out when I did. I also found Ben, the store manager at T-Mobile, so accommodating, and I recommend you bop in there and see what they have.",5,False,tnbluestem,T-Mobile,
17,2024-09-29 14:36:28,"I love Yelp and use it constantly, posting reviews, searching restaurants and businesses, and engaging with content and other users. However, 9 times out of 10, the photos I upload with my reviews do not get attached with my review. They’ll show up in the photo stream, but not along with my review. I would have to re-upload multiple times for it to work, or delete the photos and re-upload, but just as often it doesn’t work anyway. It’s extremely frustrating and makes me hold back posting reviews more frequently because of how much time it takes to deal with this problem. A Google search shows that this has been an ongoing issue for YEARS!!! Developers please find a way to fix it! It discourages users from posting on the platform more often and as you’re a crowd-sourced content platform, I would think this problem merits priority.",3,False,LaLailah,Extremely buggy,"{'id': 47141397, 'body': ""We're sorry you're having trouble with the app! If you are continuing to encounter these issues, please let us know by reporting it here so we can assist you further: bit.ly/2fe0miu \n"", 'modified': '2024-10-01T22:31:50Z'}"
18,2024-01-25 02:17:27,Was pleased at first but was disappointed when the check came. Food was delicious but when I was ordering my entree the server said that a salad was included so I ordered a ceaser. When the check came it was a $5 upcharge!! Which the server did not mention when I ordered it! Also someone ordered bread for our meals when the check came It was a $6 up charge which again our server didn’t not mention the up charge upon the bread being ordered. Bread was brought to us earlier but not nearly enough for the amount of people we had in our party and again the bread was supposed to be part of our meal. When we brought up the up charge for the bread the server stated that “I could’ve charged you $9 but only charged you $6” not only is this unprofessional but rude. The server seemed to only care about her tip and didn’t not care to mention when things cost extra. Tip was included and again was not mentioned by her. This encounter had thrown me off so I do not know if I will it be coming here again.,1,False,Coolgirl2719375,service not so great,
19,2023-11-28 04:42:18,"I swore I would never board my animals, until we met Shane and allowed him to care for my precious babies. My first dog loved going there and Played all day long and it was such a great break for me to be able to go get stuff done and know she was in the best care. Plus when I picked her up, she was wiped out and slept great. She loved going there until I lost her in May to cancer. Our older dog was never boarded before and she is nine years old. This was the first time, and she did amazing. Taking your precious animals to this place is like taking them to a familiar family member. If I could give this place more than five stars, I would give them 10. This place has such a love for animals and they will be very well taken care of that you can rest assure they will enjoy themselves.",5,False,debrashaw57,I’m so impressed,
20,2024-03-15 17:45:20,"So almost didn’t try this place based off a couple bad reviews. Someone complained that they received poor service because of the language barrier and said they got taken advantage of. My experience was quite different, I was looking at the menu and got overwhelmed-nothing looked familiar so I almost left. The order taker must have noticed and came over to where I was sitting and went thru every page on the menu and explained all the food dishes. I ordered a couple to go meals and he personally packed my bag and put in some extra sauces that he said I need to try. I thanked him and he wish me well and shook my hand. I got home to find out that the food was just as good as the service. Both mine and my wife’s meals were delicious and the sauce that he put in we could have drank that stuff. Will be back for sure!",4,False,2bowleged,Great Food and Great Service,
21,2023-10-31 19:43:59,"Their tremendous investment in exercise machines eliminates any excuse you might have thought you had for not being fit.  

I have never found that I had to wait to move to the next set. There always a multiple number of targeted machines waiting to help you improve your life.  A little effort results in improved fitness. Not to mention the monthly membership is extremely reasonable especially the Black Card Membership. 

It’s still up to you.  But with a Planet Fitness membership you can blame only yourself for not being fit and reaping all the benefits of being so.   

If the entire adult population in the USA took advantage of a Planet Fitness membership we would be the fittest nations on the planet. Medical expense would drop significantly as would medical insurance. 

Of course the best benefit would be increased life expectancy giving you more time with your loved ones. Life goes by so fast already so get fit and spend years more with those you love. 

In my life I have had periods of being fit and not so much.  Fit is better.  I am 73 now and my goal is to get fit once again.  I will start posting my progress on social media. 

Planet Fitness is my vehicle of choice. See you at the gym!",5,False,Joe Malnerich,Planet Fitness is a life changing environment.,
22,2023-07-19 15:30:33,"As an avid user of Yelp, I am absolutely blown away by the level of service and community that this platform provides! From finding the perfect restaurant for a night out with friends to discovering hidden gems in my city, Yelp has truly elevated my experiences and made me feel like I am a part of something special.

Not only is the platform incredibly user-friendly and easy to navigate, but the reviews and recommendations from other users are always spot-on and helpful. I have never been let down by a recommendation from Yelp, and for that, I am truly grateful.

Overall, I cannot recommend Yelp highly enough. If you're looking for a one-stop-shop for all of your local business needs, look no further than Yelp. Thanks for everything, Yelp team!",5,False,Silverbak20,Yelp is Fantastic!,
23,2022-10-12 19:39:37,"My wife and I had both our wedding bands completed at Acredo. Maria was hands down the best jeweler we’ve ever interacted with. She was thoughtful of our budget and our wishes. She worked tirelessly to find us our perfect match. The whole experience from beginning to end was so pleasurable. 

I would highly recommend Maria and her expertise. There was no immediate buyers remorse or guilt because we got exactly what we wanted at a price point that was right within our budget. Maria made us feel not like a sale was transacted but more like we just purchased jewelry from a long time close friend. That’s the feeling you will leave with when you walk out of Acredo!

As to the unwarranted 1/5 star review above,  I’m glad you went elsewhere. Company’s policies don’t change per customer. They are what they are.",5,False,RRIP LLC,MARIA IS THE BEST!!,
24,2022-08-25 20:33:04,"2 years ago I adopted my beloved hound mix from Pope Memorial.  I cannot praise Dave enough for his big heart and skill in helping my Skeeter adapt to Pope Memorial, where Skeeter had been received after his commute from Mississippi.  I cannot express how pleased and thrilled I was with all the staff who were so warm and welcoming.  The world needs more people such as these staff members.

For comparison, many adoption agencies were so so to disappointing.  I did not work with the staff of several pet adoption groups,  as the times being Covid the pups were spoken for before my paperwork was completed.  Several small heartbreaks.  However, the worst experience was working with agencies who were slow to respond, didn’t seem interested in helping potential adoptive parents, or who didn’t respond at all.

Pope Memorial’s staff are the best.",5,False,Vvvg2432532533535,Pope Memorial SPCA,
25,2024-07-01 12:28:05,"The men that work at this location are Awesome, from the front desk to the garage you can’t get any better people to assist or work on your vehicles. They are all honest hard working men who do an awesome job on your vehicle, and show respect to their customers. I find that most places treat women like a cash cow meaning they can be taken advantage of easily when it comes to repairs on their vehicle, here they get the respect that a woman deserves and get the same treatment as a man who has been going here for years. Honest and never overpriced and always willing to help you out. I will send any female to these gentleman including my wife with great confidence that they will treat her just like they would their own spouse or sister. Great job fellas keep up the good work, and Thank you for just being you!",5,False,Marysride,"Leipold Tire, Cuyahoga Falls",
26,2024-03-30 15:58:56,"Today, Saturday, March 30, at 11 AM I called (a man answered and took the order) to place an order for 7 empanadas and 2 tequeños because we were coming from Brooklyn (having options nearby we chose to come here because the food is excellent ❤️) So we placed the order by phone, unfortunately. We arrived and there was nothing ready face of the guy was a big surprise as a meh! 🫤 We waited 20 minutes or more. What does this mean? They didn't believe our request and the excuse was ""they seemed strange if we made them so early."" They have a display with made empanadas chicken, shredded beef, and more; that maintain freshness and lower the temperature to have perfect freshly made quality. It only took us 15 - 18 minutes from when we made the call to the place. Now, the food was excellent of course as always and the very pretty, attentive and kind girl had a much better response than the boy who gave me an absurd excuse while she in a sweet and confident tone said I'll get your food right now. Good job for her and thank ladies in backstage!",1,False,tiktokerhamsterps4,Mal servicio,
27,2022-07-30 20:11:21,"I can’t say enough great things about my boudoir photo shoot experience! Alicia was so professional and made me feel so comfortable the whole time. She had a hair and makeup stylist waiting for me when I arrived. For a little extra, Nikki applied my makeup, eyelashes, then styled my hair. Alicia brought me some delicious coffee then later brought out some champagne for me. I did one hour and found this deal on Groupon. If you want a professional photo shoot to give as a gift to a loved one or just for yourself, she is the one to go see. Her studio was perfect in her house and she coached me the whole way through. I got the pics back in under a week and let me say, they turned out even better than I expected! Book a session with Alicia now. You won’t be disappointed in any way!",5,False,Okiesprout,Alicia Anderson Photography,
28,2023-08-09 18:10:57,"If you’ve scrolled through any reviews of yelp you will start to see a pattern, user after user mentioning Yelp’s unfair business practices and clearly biased review criteria. I recently brought a Yelp review to Yelp’s attention because it was from someone who in their own review admitted they hadn’t played a game offered by the Escape Room company. The problem is that the lady strictly based her review on how she imagined the game would be and not on her true experience. When I submitted this to yelp they responded that she was giving her person experience. But how? She never played the game. If her review was about customer service, cleanliness, etc, sure she can rate that. But, no she specifically rated based on an experience that she never had. This is unacceptable. The only reason Yelp leaves it up is because it’s 1-star. The reason I say that is that this business has 30 hidden 5-star reviews from people who actually played the game. Don’t trust Yelp, instead use Google as they aren’t hiding thousands of real review.",1,False,Joeyjoejoejrshabadew,Don’t trust Yelp scores,
29,2023-03-23 20:27:13,"I just ordered from a Qdoba in Union the same food i always get there but this time came without the chicken and the brisket. I paid $24 for 2 cheese quesadilla. Called and explained i used their app and i clicked on the  proteins and the so rude person there said well you got what you ordered for the protein would be $2 more. Really? Why this corporation doesn’t teach these kids to say oh no sorry this happen, this is the order we received but if you want you can come back and get your protein for the  additional cost of $2 is that ok? But no, i told her something is wrong with the app then bc i know how i ordered corporate should know this and she said fine contact them. 😡just lost a weekly customer. I live close to their place which is surrounded by food places. My mistake was give them my business. Your $2 additional just cost your company $25-$40 weekly customer. Thanks but no more Qdoba and its nasty way to treat a customer",2,False,reneeusa23,Worse customer service and app,
30,2022-10-04 05:27:18,Everytime I go to the fuel center there is NOBODY there. Doesn’t matter if it’s the morning or the evening the lights are but there is never a person just an empty room with hours saying they are open. Last time there was a note that said “ Be rite back”! Waited 20 mins and nobody ever came. I would venture to say that 70% of the time there is nobody working the register  there. I’ve called multiple times to complain and I am always told the same thing that “they are short handed and don’t have anyone to work there”. That’s ridiculous. Pull someone from the main store and have them work out there. You wouldn’t close the main store if you were short handed so why the fuel center? And if it’s closed then at the very least put up  a dam note  saying that so that way people don’t wast their time waiting on someone who is never going to come.  It’s rather rude and inconsiderate and a complete disregard for the customers time.,2,False,sinnoroo,Gas center never has attendant .,
31,2024-09-04 19:35:46,"I had major damage to my pool equipment due to a power surge caused by lightning! Luckily I had my pool equipment under a maintenance contract with HAWKINS. I contacted them and they were able to come out right away to make repairs.  

Nick was the first to show up and after some quick trouble shooting determined the Aqualink RS board was dead. Not a problem because he had one in his van and made the repairs and reprogrammed the pool equipment without any problems.  Quick and easy. 

My pool heater needed replacing as well. Hawkins sent Don and Que to do the work. They arrived on time and were able to replace the heat pump without any major problems or delays. They were very professional, courteous and polite. Most importantly, I felt like I was in good hands and being taken care of. Don was very nice to our dog, Rocko. Thank you.",5,False,CG wheels,Royal Pool,
32,2022-07-24 15:56:53,"Countless times I have deleted this app from my phone. I despise that Apple has teamed up with Yelp in Maps. Not once have I been able to use the app or the website with any functionality. For instance, today I looked up a restaurant in Maps. It had only a couple stars. So when I click on one of the bad reviews, it attempts to open the Yelp app, which of course, is in the cloud, so now I have to reinstall. When I get to the app, there’s no internet connection, which is untrue, because all of my other apps are working. After fiddling with the app and Maps, I finally figure out that one of the tabs says Yelp’s app is under maintenance. Perturbed, I go to Yelp’s website and click on the same review, just for it to open the stupid app again. I just want to read the stinking review. If I’m on the website, clicking on the review shouldn’t automatically open the app. It should just let me read the dang review. So, for the umpteenth time, I’ve deleted Yelp again. Useless app.",1,False,Diosa-Lys,Yelp needs a bad review in its own app!,"{'id': 31087988, 'body': ""Thank you for taking the time to review Yelp. We're sorry you're having trouble with the app. If you continue to encounter issues, we’d like to hear about it! Please let us know by reporting it here: https://www.yelp.com/support/contact/report_bug?src_article_id=000005385. From there, we'll be better equipped to assist you. \n"", 'modified': '2022-07-25T20:04:49Z'}"
33,2024-09-16 16:22:54,"I went in to get a manicure and pedicure. The gentleman put on gel nails that I had NOT requested. Since I don’t ever get Gel nails, I don’t know the process. They are much more expensive than a regular manicure. When I complained, he said he would take them off. Unfortunately, I could not wait that day, and told him I would be back in two weeks because I was going out of town. 
When I went back in 2 weeks, I walked in and they said they could do it right then. My husband had dropped me off so I sent him on to run his errands and come back and pick me up. After I sat down at the table to start the process, they all of a sudden remember they had an appointment and couldn’t do it. Not only could they not do it right then, they were going to charge me $10 to remove their mistake! 
When I started to push back on paying for their mistake, the wife started yelling at me! She would not stop! The husband wouldn’t even look at me. 
I just walked out. It was not worth me getting upset. It’s just nails.",1,False,Southern pearl,Not very customer friendly,
34,2024-05-08 15:44:10,"You can’t see the review given if one given by a user starting from the photos section. I don’t know how many times I’ve been looking at a photo and don’t know if the user intended a positive photo or negative regarding the business. I have ran into this so many times now, that it’s beginning to be quite unbearable. I have to go look through the reviews, find the one that posted the image if I can find it, there has been several times I could not find it, and the times I’ve found it”the review associated with photo” it’s often times not what I imagined just based of the photo. The review and photo together really puts everything into perspective. Please address this for sanity’s sakes. There should be a way to go from a image in the image section, to the review given from the account that posted the image. If reviewed by image poster. Come on.",3,False,Mar dove,Obvious functions not available,
35,2022-03-14 20:46:21,I have been going to Olsen's/Park Place car wash forever Stuck through that bad times when they've had a change of ownership trying to support the people that work there… The other negative reports you've read about on yelp are accurate or even a little on the nice side I paid for another 10 gold car washes which is supposed to be their top one The exception of the hand wash and detail in a note one time in my past six visits have my seats underneath the carpet's or anything remotely close to what you would expect from a Me or basic car wash has been performed in all honesty I have way better results if I go through a drive-through car wash in a gas station with the exception of the armor all on my tires I am beyond frustrated If you are going to go there you may as well by the lowestPackage if you're getting your car detailed go to a professional not to mention how many pairs of shades and other things that have come up missing in the past year that were in my car,1,False,Surfs Up!!,Park Place Car wash,
36,2022-05-27 01:26:16,"Amy, Jen and Dr. Karen are very kind and extremely professional.  It was after midnight and they all had a smile on their face, a great attitude and they made us feel safe and confident that they would take care of our baby. And they did take care of our baby.
They are a great team and they all made possible to save my baby’s life.  They took lot’s of pain off her and literally saved her life.
I am and forever will be grateful for Dr. Atkinson’s gifted hands. Amy was watching my baby closely. Thank you all for your expertise and acts of service and generosity. We appreciate you and all you do.
Amy was very patient and sweet and made sure we all were doing good. I only received kindness and sympathy from all of them.
Dr. called me as soon as my baby woke up from surgery, very nice and thoughtful.
Jen sent me a photo of my baby when she woke up from surgery and gave me lots of emotional support when I got there all worried.
I forgot to ask something when I picked my baby up and I sent an email when I got home.  It was probably after hours and Amy still replied to my email immediately.
I’m very grateful and appreciative of them and could not recommend them more. They all are great! They are my baby’s heroes. :)",5,False,Macarena Mini Yorkie :),"Dr. Karen, Amy and Jen are THE BEST",
37,2022-06-08 17:31:30,"I ordered lunch a few days ago. I literally didn’t eat anything for that entire day. After eating, immediately my stomach was in so much pain and I was vomiting back to back. The day morning when I was feeling better, I called and informed the manager that I ate at their restaurant and gotten sick. He apologized then tried to offer my store credit (why would I want to eat here again) I asked for a refund, he agreed.  I waited a few days never received it. I then called back and spoke with another manager who was extremely rude and said he couldn’t give a refund because of computer issues (lies) he suggested I called my credit card company to dispute the charge, he also said he didn’t believe I had gotten food poisoning from his restaurant because no one else did. I would never ever eat here again! Horrible customer service & bad food! Obviously the cooks aren’t washing their hands, wearing gloves, unsanitary environment, etc. This food made me sick and ruined my whole day due to vomiting all day.",1,False,TwynaB,Food poisoning!!!,
